#Nom de la gare^Type^Région^Latitude^Longitude
Sospel^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.87626^7.45313
Sotteville^Gare Ferroviaire de Voyageurs^Haute-Normandie^49.41317^1.10250
Sougy^Gare Ferroviaire de Voyageurs^Bourgogne^46.83437^3.39052
Souillac^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^44.90234^1.46524
Soulac-sur-Mer^Gare Ferroviaire de Voyageurs^Aquitaine^45.50754^-1.11704
Soultz-sous-Forêts^Gare Ferroviaire de Voyageurs^Alsace^48.93450^7.88213
Souppes-Château-Landon^Gare Ferroviaire de Voyageurs^Ile de France^48.18189^2.73467
Sous-le-Bois^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.26577^3.94035
Saint-Laurent Fouras^Gare Ferroviaire de Voyageurs^Poitou-Charentes^45.99377^-1.02856
Saint-Martin du Touch^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^43.59979^1.37134
Stade-de-France-St-Denis^Gare Ferroviaire de Voyageurs^Ile de France^48.91826^2.34991
Staffelfelden^Gare Ferroviaire de Voyageurs^Alsace^47.82756^7.26494
St-Agnan^Gare Ferroviaire de Voyageurs^Bourgogne^46.50146^3.87921
St-Agne^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^43.57927^1.44957
St-Aignan-Noyers^Gare Ferroviaire de Voyageurs^Centre^47.28679^1.38390
St-Aigulin-La Roche-Chalais^Gare Ferroviaire de Voyageurs^Poitou-Charentes^45.15737^-0.01927
St-Amand-de-Vendôme^Gare Ferroviaire de Voyageurs^Centre^47.69307^1.01184
St-Amand-les-Eaux^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.44313^3.41875
St-Amand-Montrond-Orval^Gare Ferroviaire de Voyageurs^Centre^46.72644^2.48580
St-Amarin^Gare Ferroviaire de Voyageurs^Alsace^47.87283^7.02877
St-Ambroix^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^44.25962^4.19407
St-Amour^Gare Ferroviaire de Voyageurs^Franche-Comté^46.43476^5.33432
St-André (Nord)^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.65421^3.04426
St-André-de-Corcy^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.92590^4.94852
St-André-de-Cubzac^Gare Ferroviaire de Voyageurs^Aquitaine^44.99110^-0.43938
St-André-le-Gaz^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.54522^5.52412
St-Antoine^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.36980^5.35742
St-Antoine-de-Breuilh^Gare Ferroviaire de Voyageurs^Aquitaine^44.84673^0.15180
St-Antoine-du-Rocher^Gare Ferroviaire de Voyageurs^Centre^47.50371^0.61642
St-Armel^Gare Ferroviaire de Voyageurs^Bretagne^48.01428^-1.59480
St-Astier^Gare Ferroviaire de Voyageurs^Aquitaine^45.13891^0.52289
St-Aubin-St-Luperce^Gare Ferroviaire de Voyageurs^Centre^48.44742^1.33348
St-Aubin-sur-Scie^Gare Ferroviaire de Voyageurs^Haute-Normandie^49.87091^1.06664
St-Aulaire^Gare Ferroviaire de Voyageurs^Limousin^45.25195^1.39952
St-Aunès^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^43.63541^3.96312
St-Avold^Gare Ferroviaire de Voyageurs^Lorraine^49.08571^6.72073
St-Avre-la-Chambre^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.35346^6.30228
St-Ay^Gare Ferroviaire de Voyageurs^Centre^47.86319^1.75014
St-Barthélémy^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.32352^5.39249
St-Béron-La Bridoire^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.50388^5.73150
St-Blaise-la-Roche-Poutay^Gare Ferroviaire de Voyageurs^Alsace^48.40759^7.16533
St-Bonnet-de-Rochefort^Gare Ferroviaire de Voyageurs^Auvergne^46.14850^3.13946
St-Brès-Mudaison^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^43.66067^4.02734
St-Brice-sur-Vienne^Gare Ferroviaire de Voyageurs^Limousin^45.87725^0.95293
St-Brieuc^Gare Ferroviaire de Voyageurs^Bretagne^48.50733^-2.76604
St-Césaire^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^43.81330^4.32767
St-Chamas^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.55101^5.03995
St-Chamond^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.47245^4.51715
St-Chély-d'Apcher^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^44.80008^3.27178
St-Chéron^Gare Ferroviaire de Voyageurs^Ile de France^48.55095^2.12530
St-Christau-Lurbe^Gare Ferroviaire de Voyageurs^Aquitaine^0.00000^0.00000
St-Christophe^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^44.46491^2.40728
St-Clair-les-Roches^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.45064^4.77025
St-Claude^Gare Ferroviaire de Voyageurs^Franche-Comté^46.39000^5.86015
St-Clément-Laronxe^Gare Ferroviaire de Voyageurs^Lorraine^48.53139^6.60793
St-Cloud^Gare Ferroviaire de Voyageurs^Ile de France^48.84523^2.21694
St-Cyprien-Arènes^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^43.59375^1.41647
St-Cyr^Gare Ferroviaire de Voyageurs^Ile de France^48.79881^2.07326
St-Cyr-en-Val^Gare Ferroviaire de Voyageurs^Centre^47.81907^1.94743
St-Cyr-les-Lècques-La Cadière^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.18523^5.70382
St-Dalmas-de-Tende^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^44.05643^7.58571
St-Denis^Gare Ferroviaire de Voyageurs^Ile de France^48.93547^2.34544
St-Denis-de-Pile^Gare Ferroviaire de Voyageurs^Aquitaine^44.97854^-0.19807
St-Denis-des-Murs^Gare Ferroviaire de Voyageurs^Limousin^45.78840^1.55174
St-Denis-près-Martel^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^44.94579^1.66628
St-Dié^Gare Ferroviaire de Voyageurs^Lorraine^48.28238^6.94595
St-Dizier^Gare Ferroviaire de Voyageurs^Champagne-Ardenne^48.64278^4.94720
Ste-Anne^Gare Ferroviaire de Voyageurs^Bretagne^47.67847^-2.96039
Ste-Bazeille^Gare Ferroviaire de Voyageurs^Aquitaine^44.53231^0.09321
St-Capraise-de-Lalinde^Gare Ferroviaire de Voyageurs^Aquitaine^44.84311^0.65073
Ste-Cécile-d'Andorge^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^44.25513^3.97569
Ste-Colombe (Doubs)^Gare Ferroviaire de Voyageurs^Franche-Comté^46.87943^6.26621
Ste-Colombe-les-Vienne-St-Romain-en-Gal^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.52759^4.86462
Ste-Colombe-Septveilles^Gare Ferroviaire de Voyageurs^Ile de France^48.52968^3.25581
Steenbecque^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.68110^2.51057
Steenwerck^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.71321^2.78624
Ste-Eulalie-Carbon-Blanc^Gare Ferroviaire de Voyageurs^Aquitaine^44.89821^-0.49344
Ste-Foy-la-Grande^Gare Ferroviaire de Voyageurs^Aquitaine^44.83676^0.22149
Ste-Gauburge^Gare Ferroviaire de Voyageurs^Basse-Normandie^48.71727^0.42810
Ste-Geneviève-des-Bois^Gare Ferroviaire de Voyageurs^Ile de France^48.65304^2.31326
St-Égrève-St-Robert^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.23570^5.67119
Steinbourg^Gare Ferroviaire de Voyageurs^Alsace^48.76357^7.41579
Ste-Léocadie^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^42.44259^2.01551
Ste-Lizaigne^Gare Ferroviaire de Voyageurs^Centre^47.00265^2.03008
St-Éloi^Gare Ferroviaire de Voyageurs^Bourgogne^46.97095^3.21863
Ste-Marguerite^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.74059^3.00919
Ste-Marthe-en-Provence^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.33931^5.39070
Ste-Maure-Noyant^Gare Ferroviaire de Voyageurs^Centre^47.11112^0.57701
Ste-Menehould^Gare Ferroviaire de Voyageurs^Champagne-Ardenne^49.09008^4.90410
St-Émilion^Gare Ferroviaire de Voyageurs^Aquitaine^44.88126^-0.15946
Ste-Pazanne^Gare Ferroviaire de Voyageurs^Pays de la Loire^47.10508^-1.81431
Stephansfeld^Gare Ferroviaire de Voyageurs^Alsace^48.71700^7.70480
St-Erme^Gare Ferroviaire de Voyageurs^Picardie^49.52662^3.85769
Ste-Segrée^Gare Ferroviaire de Voyageurs^Picardie^49.75249^1.91432
St-Étienne-Bellevue^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.41726^4.39246
St-Étienne-Carnot^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.44669^4.38441
St-Étienne-Châteaucreux^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.44339^4.40000
St-Étienne-de-Montluc^Gare Ferroviaire de Voyageurs^Pays de la Loire^47.27546^-1.78718
St-Étienne-du-Rouvray^Gare Ferroviaire de Voyageurs^Haute-Normandie^49.37659^1.10975
St-Étienne-La Terrasse^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.46497^4.37893
St-Étienne-Le Clapier^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.43632^4.37846
St-Eulien^Gare Ferroviaire de Voyageurs^Champagne-Ardenne^48.67823^4.86812
St-Fargeau^Gare Ferroviaire de Voyageurs^Ile de France^48.56429^2.54247
St-Féliu-d'Avall^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^42.67642^2.74132
St-Florentin-Vergigny^Gare Ferroviaire de Voyageurs^Bourgogne^47.98191^3.73550
St-Florent-sur-Cher^Gare Ferroviaire de Voyageurs^Centre^46.99198^2.25229
St-Flour-Chaudes-Aigues^Gare Ferroviaire de Voyageurs^Auvergne^45.03466^3.10871
St-Fons^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.70573^4.85233
St-Galmier-Veauche^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.56561^4.29340
St-Gaudens^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^43.10496^0.72927
St-Geniès-de-Malgoirès^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^43.95054^4.21513
St-Genouph^Gare Ferroviaire de Voyageurs^Centre^47.37052^0.59515
St-Georges-d'Aurac^Gare Ferroviaire de Voyageurs^Auvergne^45.16028^3.49478
St-Georges-de-Commiers^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.04365^5.70055
St-Georges-de-Luzençon^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^44.06447^2.98350
St-Georges-de-Reneins^Gare Ferroviaire de Voyageurs^Rhône-Alpes^46.06219^4.71859
St-Geours-de-Maremne^Gare Ferroviaire de Voyageurs^Aquitaine^43.67131^-1.24090
St-Germain-au-Mont-d'Or^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.88879^4.80413
St-Germain-Bel-air^Gare Ferroviaire de Voyageurs^Ile de France^48.89455^2.07008
St-Germain-des-Fossés^Gare Ferroviaire de Voyageurs^Auvergne^46.20884^3.43076
St-Germain-du-Puy^Gare Ferroviaire de Voyageurs^Centre^47.09628^2.48465
St-Germain-Grande-Ceinture^Gare Ferroviaire de Voyageurs^Ile de France^48.90360^2.07310
St-Germain-les-Belles^Gare Ferroviaire de Voyageurs^Limousin^45.60956^1.47980
St-Germain-St-Rémy^Gare Ferroviaire de Voyageurs^Centre^48.75981^1.25473
St-Germain-sur-Ille^Gare Ferroviaire de Voyageurs^Bretagne^48.23892^-1.65358
St-Gervais-les-Bains-Le Fayet^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.90628^6.70004
St-Gildas-des-Bois^Gare Ferroviaire de Voyageurs^Pays de la Loire^47.51640^-2.04405
St-Gilles (Haut-Rhin)^Gare Ferroviaire de Voyageurs^Alsace^48.07535^7.26056
St-Gilles (Saône-et-Loire)^Gare Ferroviaire de Voyageurs^Bourgogne^46.88066^4.65997
St-Gilles-Croix-de-Vie^Gare Ferroviaire de Voyageurs^Pays de la Loire^46.69677^-1.94245
St-Gratien^Gare Ferroviaire de Voyageurs^Ile de France^48.96381^2.28538
St-Hilaire (Nord)^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.13223^3.91309
St-Hilaire-au-Temple^Gare Ferroviaire de Voyageurs^Champagne-Ardenne^49.05578^4.37941
St-Hilaire-Brizambourg^Gare Ferroviaire de Voyageurs^Poitou-Charentes^45.84990^-0.53494
St-Hilaire-de-Chaléons^Gare Ferroviaire de Voyageurs^Pays de la Loire^47.10569^-1.86500
St-Hilaire-de-Riez^Gare Ferroviaire de Voyageurs^Pays de la Loire^46.71709^-1.94956
St-Hilaire-St-Nazaire^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.07153^5.24385
St-Jacques-de-la-Lande^Gare Ferroviaire de Voyageurs^Bretagne^48.06741^-1.71390
St-Jean-d'Angély^Gare Ferroviaire de Voyageurs^Poitou-Charentes^45.94089^-0.50979
St-Jean-de-Losne^Gare Ferroviaire de Voyageurs^Bourgogne^47.09991^5.24392
St-Jean-de-Luz-Ciboure^Gare Ferroviaire de Voyageurs^Aquitaine^43.38576^-1.66089
St-Jean-de-Maurienne-Arvan^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.27796^6.35458
St-Jean-de-Verges^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^43.01247^1.60807
St-Jean-Pied-de-Port^Gare Ferroviaire de Voyageurs^Aquitaine^43.16808^-1.23883
St-Jean-sur-Veyle^Gare Ferroviaire de Voyageurs^Rhône-Alpes^46.26045^4.91599
St-Jodard^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.88566^4.12506
St-Jory^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^43.73820^1.37143
St-Joseph-du-Castellas^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^0.00000^0.00000
St-Julien-Clénay^Gare Ferroviaire de Voyageurs^Bourgogne^47.40557^5.12805
St-Julien-du-Sault^Gare Ferroviaire de Voyageurs^Bourgogne^48.02696^3.30274
St-Julien-en-Genevois^Gare Ferroviaire de Voyageurs^Rhône-Alpes^46.14187^6.08529
St-Julien-les-Fumades^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^44.21169^4.19293
St-Junien^Gare Ferroviaire de Voyageurs^Limousin^45.88139^0.90037
St-Just-en-Chaussée^Gare Ferroviaire de Voyageurs^Picardie^49.50352^2.42912
St-Laurent (Jura)^Gare Ferroviaire de Voyageurs^Franche-Comté^46.57486^5.95122
St-Laurent-d'Aigouze^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^43.63892^4.19271
St-Laurent-du-Var^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.66247^7.19463
St-Laurent-Gainneville^Gare Ferroviaire de Voyageurs^Haute-Normandie^49.52804^0.25136
St-Léger-sur-Dheune^Gare Ferroviaire de Voyageurs^Bourgogne^46.84801^4.62772
St-Léonard (Vosges)^Gare Ferroviaire de Voyageurs^Lorraine^48.21657^6.94114
St-Léonard-de-Noblat^Gare Ferroviaire de Voyageurs^Limousin^45.83196^1.48135
St-Léon-sur-l'Isle^Gare Ferroviaire de Voyageurs^Aquitaine^45.12314^0.49197
St-Leu-d'Esserent^Gare Ferroviaire de Voyageurs^Picardie^49.21416^2.41815
St-Leu-la-Forêt^Gare Ferroviaire de Voyageurs^Ile de France^49.01562^2.24260
St-Lô^Gare Ferroviaire de Voyageurs^Basse-Normandie^49.11590^-1.10108
St-Lothain^Gare Ferroviaire de Voyageurs^Franche-Comté^46.82286^5.64062
St-Loubès^Gare Ferroviaire de Voyageurs^Aquitaine^44.92264^-0.43377
St-Louis (Haut-Rhin)^Gare Ferroviaire de Voyageurs^Alsace^47.59036^7.55553
St-Louis-la-Chaussée^Gare Ferroviaire de Voyageurs^Alsace^47.60961^7.53084
St-Louis-les-Aygalades^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.34568^5.36540
St-Macaire^Gare Ferroviaire de Voyageurs^Aquitaine^44.56775^-0.23139
St-Maixent (Deux-Sèvres)^Gare Ferroviaire de Voyageurs^Poitou-Charentes^46.40632^-0.20130
St-Malo^Gare Ferroviaire de Voyageurs^Bretagne^48.64701^-2.00693
St-Mammès^Gare Ferroviaire de Voyageurs^Ile de France^48.38209^2.81583
St-Marcel^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.28837^5.46703
St-Marcel-en-Dombes^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.95063^4.97778
St-Marcellin (Isère)^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.15074^5.32363
St-Mariens-St-Yzan^Gare Ferroviaire de Voyageurs^Aquitaine^45.13914^-0.39145
St-Mars-la-Brière^Gare Ferroviaire de Voyageurs^Pays de la Loire^48.02828^0.36440
St-Martin-Bellevue^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.96728^6.15743
St-Martin-de-Crau^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.62177^4.80190
St-Martin-d'Étampes^Gare Ferroviaire de Voyageurs^Ile de France^48.42768^2.14516
St-Martin-d'Oney^Gare Ferroviaire de Voyageurs^Aquitaine^43.93008^-0.65174
St-Martin-du-Mont^Gare Ferroviaire de Voyageurs^Rhône-Alpes^46.09593^5.30312
St-Martin-du-Vivier^Gare Ferroviaire de Voyageurs^Haute-Normandie^49.46933^1.16073
St-Martin-le-Beau^Gare Ferroviaire de Voyageurs^Centre^47.35490^0.90604
St-Martin-Sail-les-Bains^Gare Ferroviaire de Voyageurs^Rhône-Alpes^46.21568^3.80598
St-Martory^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^43.13841^0.93363
St-Mathurin^Gare Ferroviaire de Voyageurs^Pays de la Loire^47.41184^-0.31723
St-Maurice-de-Beynost^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.82727^4.97683
St-Médard-de-Guizières^Gare Ferroviaire de Voyageurs^Aquitaine^45.01553^-0.04889
St-Médard-d'Eyrans^Gare Ferroviaire de Voyageurs^Aquitaine^44.71595^-0.50463
St-Médard-sur-Ille^Gare Ferroviaire de Voyageurs^Bretagne^48.27352^-1.66658
St-Mesmin-le-Vieux^Gare Ferroviaire de Voyageurs^Pays de la Loire^46.79042^-0.73218
St-Michel-Notre-Dame^Gare Ferroviaire de Voyageurs^Ile de France^48.85312^2.34708
St-Michel-sur-Charente^Gare Ferroviaire de Voyageurs^Poitou-Charentes^45.64433^0.11045
St-Michel-sur-Meurthe^Gare Ferroviaire de Voyageurs^Lorraine^48.32746^6.88790
St-Michel-sur-Orge^Gare Ferroviaire de Voyageurs^Ile de France^48.63535^2.30690
St-Michel-Valloire^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.21686^6.47156
St-Nabord^Gare Ferroviaire de Voyageurs^Lorraine^48.04618^6.58187
St-Nazaire^Gare Ferroviaire de Voyageurs^Pays de la Loire^47.28674^-2.21130
St-Nicolas-St-Romain^Gare Ferroviaire de Voyageurs^Aquitaine^44.14753^0.76085
St-Nom-la-Bretêche-Forêt-de-Marly^Gare Ferroviaire de Voyageurs^Ile de France^48.86663^2.05073
St-Omer (Pas-de-Calais)^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.75382^2.26718
St-Omer-en-Chaussée^Gare Ferroviaire de Voyageurs^Picardie^49.53018^1.99692
St-Ouen^Gare Ferroviaire de Voyageurs^Ile de France^48.90432^2.32018
St-Ouen-l'Aumône^Gare Ferroviaire de Voyageurs^Ile de France^49.04539^2.10767
St-Ouen-l'Aumône-Église^Gare Ferroviaire de Voyageurs^Ile de France^49.03969^2.10373
St-Ouen-l'Aumône-Liesse^Gare Ferroviaire de Voyageurs^Ile de France^49.03384^2.12840
St-Paterne^Gare Ferroviaire de Voyageurs^Centre^47.60423^0.47794
St-Patrice^Gare Ferroviaire de Voyageurs^Centre^47.28571^0.30988
St-Paul-de-Varax^Gare Ferroviaire de Voyageurs^Rhône-Alpes^46.10017^5.12824
St-Pé-de-Bigorre^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^43.10155^-0.16197
St-Péray^Gare Ferroviaire de Voyageurs^Rhône-Alpes^44.94787^4.85046
St-Piat^Gare Ferroviaire de Voyageurs^Centre^48.54244^1.59010
St-Pierre-d'Albigny^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.55736^6.15695
St-Pierre-d'Aurillac^Gare Ferroviaire de Voyageurs^Aquitaine^44.57532^-0.18711
St-Pierre-de-Chignac^Gare Ferroviaire de Voyageurs^Aquitaine^45.12339^0.85675
St-Pierre-des-Corps^Gare Ferroviaire de Voyageurs^Centre^47.38577^0.72516
St-Pierre-du-Vauvray^Gare Ferroviaire de Voyageurs^Haute-Normandie^49.23374^1.22437
St-Pierre-en-Faucigny^Gare Ferroviaire de Voyageurs^Rhône-Alpes^46.05934^6.37566
St-Pierre-la-Cour^Gare Ferroviaire de Voyageurs^Pays de la Loire^48.11367^-1.02521
St-Pierre-le-Moûtier^Gare Ferroviaire de Voyageurs^Bourgogne^46.79292^3.11139
St-Pierre-Quiberon^Gare Ferroviaire de Voyageurs^Bretagne^47.52093^-3.13897
St-Pierre-sur-Dives^Gare Ferroviaire de Voyageurs^Basse-Normandie^49.02265^-0.04149
St-Pol-de-Léon^Gare Ferroviaire de Voyageurs^Bretagne^48.67681^-3.98758
St-Pol-sur-Ternoise^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.37886^2.33905
St-Priest^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.68665^4.93416
St-Priest-Taurion^Gare Ferroviaire de Voyageurs^Limousin^45.88732^1.39977
St-Quentin^Gare Ferroviaire de Voyageurs^Picardie^49.83970^3.29709
St-Quentin-en-Yvelines^Gare Ferroviaire de Voyageurs^Ile de France^48.78712^2.04387
St-Quentin-Fallavier^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.63819^5.09991
St-Rambert-d'Albon^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.29799^4.81047
St-Rambert-en-Bugey^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.94753^5.43924
St-Raphaël-Valescure^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.42439^6.76847
Strasbourg-Roethig^Gare Ferroviaire de Voyageurs^Alsace^48.56307^7.69390
Strasbourg-Ville^Gare Ferroviaire de Voyageurs^Alsace^48.58497^7.73458
Strazeele^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.71341^2.63073
St-Remy-en-l'Eau^Gare Ferroviaire de Voyageurs^Picardie^49.46761^2.42553
St-Roch (Somme)^Gare Ferroviaire de Voyageurs^Picardie^49.89344^2.28375
St-Romain-de-Popey^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.86169^4.54233
St-Romain-le-Puy^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.55447^4.12070
St-Rome-de-Cernon^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^44.01272^2.96674
St-Saturnin-d'Avignon^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.95318^4.93523
St-Savinien-sur-Charente^Gare Ferroviaire de Voyageurs^Poitou-Charentes^45.87584^-0.67790
St-Saviol^Gare Ferroviaire de Voyageurs^Poitou-Charentes^46.14716^0.21789
St-Sébastien^Gare Ferroviaire de Voyageurs^Limousin^46.38575^1.54646
St-Senoux-Pléchâtel^Gare Ferroviaire de Voyageurs^Bretagne^47.89785^-1.76615
St-Seurin-sur-l'Isle^Gare Ferroviaire de Voyageurs^Aquitaine^45.01142^-0.00191
St-Sever (Calvados)^Gare Ferroviaire de Voyageurs^Basse-Normandie^48.84374^-1.05208
St-Siméon^Gare Ferroviaire de Voyageurs^Ile de France^48.79925^3.20855
St-Sulpice (Tarn)^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^43.77541^1.68104
St-Sulpice-Auteuil^Gare Ferroviaire de Voyageurs^Picardie^49.34784^2.11591
St-Sulpice-Izon^Gare Ferroviaire de Voyageurs^Aquitaine^44.91405^-0.39111
St-Sulpice-Laurière^Gare Ferroviaire de Voyageurs^Limousin^46.04666^1.47593
St-Symphorien-de-Marmagne^Gare Ferroviaire de Voyageurs^Bourgogne^46.84433^4.33735
St-Thégonnec^Gare Ferroviaire de Voyageurs^Bretagne^48.49419^-3.94812
St-Vallier-sur-Rhône^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.18598^4.81444
St-Victor^Gare Ferroviaire de Voyageurs^Haute-Normandie^49.67671^1.10997
St-Victor-Thizy^Gare Ferroviaire de Voyageurs^Rhône-Alpes^46.00222^4.28136
St-Victurnien^Gare Ferroviaire de Voyageurs^Limousin^45.87663^1.00869
St-Vincent-de-Tyrosse^Gare Ferroviaire de Voyageurs^Aquitaine^43.65757^-1.30675
St-Vincent-le-Château^Gare Ferroviaire de Voyageurs^Auvergne^45.14940^3.91864
St-Vit^Gare Ferroviaire de Voyageurs^Franche-Comté^47.18360^5.80865
St-Yrieix^Gare Ferroviaire de Voyageurs^Limousin^45.51927^1.20561
Suèvres^Gare Ferroviaire de Voyageurs^Centre^47.68091^1.45473
Suippes^Gare Ferroviaire de Voyageurs^Champagne-Ardenne^49.11999^4.54400
Surdon^Gare Ferroviaire de Voyageurs^Basse-Normandie^48.66491^0.13413
Suresnes-Mont-Valérien^Gare Ferroviaire de Voyageurs^Ile de France^48.87150^2.22103
Surgères^Gare Ferroviaire de Voyageurs^Poitou-Charentes^46.11342^-0.76212
Survilliers-Fosses^Gare Ferroviaire de Voyageurs^Ile de France^49.09965^2.52552
Sury-le-Comtal^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.52913^4.18239
Tacoignières-Richebourg^Gare Ferroviaire de Voyageurs^Ile de France^48.82958^1.66918
Taconnaz^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.89952^6.82589
Tagolsheim^Gare Ferroviaire de Voyageurs^Alsace^47.65482^7.26391
Taillebourg^Gare Ferroviaire de Voyageurs^Poitou-Charentes^45.83078^-0.64501
Tain-l'Hermitage-Tournon^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.07237^4.83992
Tantonville^Gare Ferroviaire de Voyageurs^Lorraine^48.48393^6.12921
Tanus^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^44.10026^2.31483
Tarare^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.88981^4.43902
Tarascon^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.80062^4.65761
Tarascon-sur-Ariège^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^42.84937^1.60007
Tarbes^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^43.24033^0.06917
Tassin^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.76174^4.75897
Taverny^Gare Ferroviaire de Voyageurs^Ile de France^49.02514^2.22220
Teillé (Sarthe)^Gare Ferroviaire de Voyageurs^Pays de la Loire^48.18125^0.19129
Templeuve^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.52897^3.17590
Tenay-Hauteville^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.92230^5.50096
Tende^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^44.08982^7.59432
Tergnier^Gare Ferroviaire de Voyageurs^Picardie^49.65865^3.29649
Ternand^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.94493^4.53330
Terrasson^Gare Ferroviaire de Voyageurs^Aquitaine^45.13583^1.30045
