#Nom de la gare^Type^Région^Latitude^Longitude
Gros-Noyer-St-Prix^Gare Ferroviaire de Voyageurs^Ile de France^48.99713^2.25906
Gudmont^Gare Ferroviaire de Voyageurs^Champagne-Ardenne^48.33749^5.14085
Guérard-Celle-sur-Morin^Gare Ferroviaire de Voyageurs^Ile de France^48.81043^2.95461
Guéret^Gare Ferroviaire de Voyageurs^Limousin^46.17411^1.87939
Guéthary^Gare Ferroviaire de Voyageurs^Aquitaine^43.42539^-1.61013
Guichen-Bourg-des-Comptes^Gare Ferroviaire de Voyageurs^Bretagne^47.93418^-1.76067
Guignicourt (Aisne)^Gare Ferroviaire de Voyageurs^Picardie^49.43545^3.96078
Guillerval^Gare Ferroviaire de Voyageurs^Ile de France^48.37527^2.06077
Guimiliau^Gare Ferroviaire de Voyageurs^Bretagne^48.48500^-3.99892
Guingamp^Gare Ferroviaire de Voyageurs^Bretagne^48.55533^-3.14410
Gujan-Mestras^Gare Ferroviaire de Voyageurs^Aquitaine^44.64051^-1.06934
Gundershoffen^Gare Ferroviaire de Voyageurs^Alsace^48.90538^7.65311
Gunsbach-Griesbach^Gare Ferroviaire de Voyageurs^Alsace^48.04158^7.17488
Habsheim^Gare Ferroviaire de Voyageurs^Alsace^47.73773^7.41827
Hachette^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.15841^3.74310
Hagondange^Gare Ferroviaire de Voyageurs^Lorraine^49.25531^6.16424
Haguenau^Gare Ferroviaire de Voyageurs^Alsace^48.81342^7.78235
Halsou-Larressore^Gare Ferroviaire de Voyageurs^Aquitaine^43.37823^-1.42823
Ham (Somme)^Gare Ferroviaire de Voyageurs^Picardie^49.73953^3.07052
Ham-en-Artois^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.59106^2.46588
Hangest^Gare Ferroviaire de Voyageurs^Picardie^49.98220^2.06645
Harfleur^Gare Ferroviaire de Voyageurs^Haute-Normandie^49.51331^0.19835
Harfleur-Halte^Gare Ferroviaire de Voyageurs^Haute-Normandie^49.50640^0.19233
Hargicourt-Pierrepont^Gare Ferroviaire de Voyageurs^Picardie^49.71508^2.53001
Hasenrain^Gare Ferroviaire de Voyageurs^Alsace^47.73558^7.32946
Hatrize^Gare Ferroviaire de Voyageurs^Lorraine^49.19345^5.90701
Haubourdin^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.60708^2.99049
Haussmann-St-Lazare^Gare Ferroviaire de Voyageurs^Ile de France^48.87495^2.33092
Hautmont^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.25380^3.91550
Hayange^Gare Ferroviaire de Voyageurs^Lorraine^49.33052^6.07366
Haybes^Gare Ferroviaire de Voyageurs^Champagne-Ardenne^50.01174^4.70396
Hazebrouck^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.72553^2.53887
Heiligenberg-Mollkirch^Gare Ferroviaire de Voyageurs^Alsace^48.52747^7.38149
Heilles-Mouchy^Gare Ferroviaire de Voyageurs^Picardie^49.34037^2.27298
Heilly^Gare Ferroviaire de Voyageurs^Picardie^49.94383^2.53998
Hellemmes^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.62267^3.11559
Hendaye^Gare Ferroviaire de Voyageurs^Aquitaine^43.35317^-1.78209
Hénin-Beaumont^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.41611^2.95073
Hennebont^Gare Ferroviaire de Voyageurs^Bretagne^47.79893^-3.28565
Herbitzheim^Gare Ferroviaire de Voyageurs^Alsace^49.01399^7.08007
Herblay^Gare Ferroviaire de Voyageurs^Ile de France^48.99065^2.16134
Herchies^Gare Ferroviaire de Voyageurs^Picardie^49.48777^2.01060
Héricourt^Gare Ferroviaire de Voyageurs^Franche-Comté^47.57306^6.76941
Héricy^Gare Ferroviaire de Voyageurs^Ile de France^48.44119^2.75913
Hermes-Berthecourt^Gare Ferroviaire de Voyageurs^Picardie^49.35412^2.24138
Herny^Gare Ferroviaire de Voyageurs^Lorraine^49.00409^6.47771
Herrlisheim (Bas-Rhin)^Gare Ferroviaire de Voyageurs^Alsace^48.72750^7.91035
Herrlisheim-près-Colmar^Gare Ferroviaire de Voyageurs^Alsace^48.01756^7.32055
Hesdigneul^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.66064^1.66691
Hesdin^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.37827^2.03519
Hettange-Grande^Gare Ferroviaire de Voyageurs^Lorraine^49.40827^6.15604
Hippodrome-de-la-Côte-d'Azur^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.64944^7.14154
Hirson^Gare Ferroviaire de Voyageurs^Picardie^49.91430^4.08444
Hirson-Ecoles^Gare Ferroviaire de Voyageurs^Picardie^49.92973^4.08567
Hochfelden^Gare Ferroviaire de Voyageurs^Alsace^48.75539^7.57189
Hoelschloch^Gare Ferroviaire de Voyageurs^Alsace^48.91624^7.83144
Hoenheim-Tram^Gare Ferroviaire de Voyageurs^Alsace^48.62821^7.75743
Hoerdt^Gare Ferroviaire de Voyageurs^Alsace^48.70297^7.77908
Hoffen^Gare Ferroviaire de Voyageurs^Alsace^48.93122^7.93298
Holtzheim^Gare Ferroviaire de Voyageurs^Alsace^48.55548^7.66265
Hombourg-Budange^Gare Ferroviaire de Voyageurs^Lorraine^49.28251^6.35064
Hombourg-Haut^Gare Ferroviaire de Voyageurs^Lorraine^49.12617^6.77340
Homécourt^Gare Ferroviaire de Voyageurs^Lorraine^49.21822^5.99799
Houdan^Gare Ferroviaire de Voyageurs^Ile de France^48.79604^1.60284
Houdemont^Gare Ferroviaire de Voyageurs^Lorraine^48.64520^6.17976
Houilles-Carrières-sur-Seine^Gare Ferroviaire de Voyageurs^Ile de France^48.92059^2.18474
Houlgate^Gare Ferroviaire de Voyageurs^Basse-Normandie^49.30001^-0.07770
Hundling^Gare Ferroviaire de Voyageurs^Lorraine^49.10658^6.97576
Hunspach^Gare Ferroviaire de Voyageurs^Alsace^48.96119^7.95402
Huriel^Gare Ferroviaire de Voyageurs^Auvergne^46.37143^2.47612
Hyères^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.10826^6.12463
Hymont-Mattaincourt^Gare Ferroviaire de Voyageurs^Lorraine^48.27073^6.14055
Igney^Gare Ferroviaire de Voyageurs^Lorraine^48.27129^6.39939
Igney-Avricourt^Gare Ferroviaire de Voyageurs^Lorraine^48.64640^6.80437
Igny^Gare Ferroviaire de Voyageurs^Ile de France^48.73980^2.23107
Ille-sur-Têt^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^42.66848^2.62466
Illfurth^Gare Ferroviaire de Voyageurs^Alsace^47.67603^7.26818
Illiers-Combray^Gare Ferroviaire de Voyageurs^Centre^48.30427^1.24493
Imphy^Gare Ferroviaire de Voyageurs^Bourgogne^46.93325^3.25937
Ingersheim-Cité-Scolaire^Gare Ferroviaire de Voyageurs^Alsace^48.08863^7.29741
Ingrandes-sur-Loire^Gare Ferroviaire de Voyageurs^Pays de la Loire^47.40594^-0.92053
Ingrandes-sur-Vienne^Gare Ferroviaire de Voyageurs^Poitou-Charentes^46.87483^0.56952
Ingwiller^Gare Ferroviaire de Voyageurs^Alsace^48.87174^7.47677
Invalides^Gare Ferroviaire de Voyageurs^Ile de France^48.86296^2.31156
Isles-Armentières^Gare Ferroviaire de Voyageurs^Ile de France^48.99814^3.00755
Issoire^Gare Ferroviaire de Voyageurs^Auvergne^45.54482^3.25412
Issoudun^Gare Ferroviaire de Voyageurs^Centre^46.94865^1.98544
Issou-Porcheville^Gare Ferroviaire de Voyageurs^Ile de France^48.97928^1.78592
Is-sur-Tille^Gare Ferroviaire de Voyageurs^Bourgogne^47.52023^5.12983
Issy^Gare Ferroviaire de Voyageurs^Ile de France^48.82074^2.26085
Issy Val de Seine^Gare Ferroviaire de Voyageurs^Ile de France^48.83112^2.26463
Istres^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.51545^4.98028
Iteuil^Gare Ferroviaire de Voyageurs^Poitou-Charentes^46.48512^0.31877
Itxassou^Gare Ferroviaire de Voyageurs^Aquitaine^43.32404^-1.39495
Ivry-sur-Seine^Gare Ferroviaire de Voyageurs^Ile de France^48.81419^2.39168
Iwuy^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.22515^3.32975
Jacques Monod-la demi-lieue^Gare Ferroviaire de Voyageurs^Haute-Normandie^49.52730^0.18583
Janzé^Gare Ferroviaire de Voyageurs^Bretagne^47.95512^-1.49740
Jarnac-Charente^Gare Ferroviaire de Voyageurs^Poitou-Charentes^45.67130^-0.17791
Jarrie-Vizille^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.08542^5.74227
Jarville-la-Malgrange^Gare Ferroviaire de Voyageurs^Lorraine^48.66983^6.20327
Jassonneix^Gare Ferroviaire de Voyageurs^Limousin^45.54353^2.13963
Jatxou^Gare Ferroviaire de Voyageurs^Aquitaine^43.39145^-1.44465
Jaunay-Clan^Gare Ferroviaire de Voyageurs^Poitou-Charentes^46.68231^0.38190
Jaux^Gare Ferroviaire de Voyageurs^Picardie^49.38646^2.77720
Javel^Gare Ferroviaire de Voyageurs^Ile de France^48.84815^2.27930
Lyon Jean Macé^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.74498^4.84173
Jeumont^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.29673^4.08920
Joeuf^Gare Ferroviaire de Voyageurs^Lorraine^49.22454^6.01716
Joigny^Gare Ferroviaire de Voyageurs^Bourgogne^47.97349^3.39343
Joigny-sur-Meuse^Gare Ferroviaire de Voyageurs^Champagne-Ardenne^49.83337^4.76702
Joinville (Haute-Marne)^Gare Ferroviaire de Voyageurs^Champagne-Ardenne^48.44474^5.14430
Joncet^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^42.56200^2.31186
Jonchery-sur-Vesle^Gare Ferroviaire de Voyageurs^Champagne-Ardenne^49.28972^3.81987
Jonquières-St-Vincent^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^43.79691^4.53252
Jonzac^Gare Ferroviaire de Voyageurs^Poitou-Charentes^45.43872^-0.44199
Joué-lès-Tours^Gare Ferroviaire de Voyageurs^Centre^47.35420^0.66801
Jouy^Gare Ferroviaire de Voyageurs^Centre^48.51113^1.55859
Jouy-en-Josas^Gare Ferroviaire de Voyageurs^Ile de France^48.76454^2.16817
Jouy-sur-Morin-Le Marais^Gare Ferroviaire de Voyageurs^Ile de France^48.79062^3.27351
Juan-les-Pins^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.57074^7.11079
Juvisy^Gare Ferroviaire de Voyageurs^Ile de France^48.68920^2.38343
Juziers^Gare Ferroviaire de Voyageurs^Ile de France^48.99222^1.84593
Kalhausen^Gare Ferroviaire de Voyageurs^Lorraine^49.03533^7.12525
Kédange^Gare Ferroviaire de Voyageurs^Lorraine^49.30567^6.33227
Kerhostin^Gare Ferroviaire de Voyageurs^Bretagne^47.53678^-3.13654
Kerhuon^Gare Ferroviaire de Voyageurs^Bretagne^48.40960^-4.38798
Ker-Lann-Bruz^Gare Ferroviaire de Voyageurs^Bretagne^48.04382^-1.73894
Keskastel^Gare Ferroviaire de Voyageurs^Alsace^48.96515^7.04903
Kilstett^Gare Ferroviaire de Voyageurs^Alsace^48.67932^7.85475
Koenigsmacker^Gare Ferroviaire de Voyageurs^Lorraine^49.39450^6.26886
Kogenheim^Gare Ferroviaire de Voyageurs^Alsace^48.33874^7.53460
Krimmeri-Meinau^Gare Ferroviaire de Voyageurs^Alsace^48.56388^7.75231
Kruth^Gare Ferroviaire de Voyageurs^Alsace^47.92247^6.96960
Kuntzig^Gare Ferroviaire de Voyageurs^Lorraine^49.34991^6.23458
Kurtzenhouse^Gare Ferroviaire de Voyageurs^Alsace^48.74170^7.81308
La Bachellerie^Gare Ferroviaire de Voyageurs^Aquitaine^45.15112^1.16009
La Barre-Ormesson^Gare Ferroviaire de Voyageurs^Ile de France^48.96654^2.31630
La Bassée-Violaines^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.52732^2.80367
La Basse-Indre-St-Herblain^Gare Ferroviaire de Voyageurs^Pays de la Loire^47.20428^-1.66105
La Bastide-St-Laurent-les-Bains^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^44.59258^3.90387
La Baule-Escoublac^Gare Ferroviaire de Voyageurs^Pays de la Loire^47.28867^-2.38913
La Baule-les-Pins^Gare Ferroviaire de Voyageurs^Pays de la Loire^47.28363^-2.36466
La Bernerie^Gare Ferroviaire de Voyageurs^Pays de la Loire^47.08343^-2.03429
La Beuvrière^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.52384^2.56179
La Bohalle^Gare Ferroviaire de Voyageurs^Pays de la Loire^47.43448^-0.40096
La Bonneville-sur-Iton^Gare Ferroviaire de Voyageurs^Haute-Normandie^48.98854^1.03583
La Borne-Blanche^Gare Ferroviaire de Voyageurs^Picardie^49.12576^2.50765
La Bourboule^Gare Ferroviaire de Voyageurs^Auvergne^45.59092^2.74594
La Bouteille^Gare Ferroviaire de Voyageurs^Picardie^49.85977^3.98230
La Bridoire^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.52905^5.74694
La Brigue^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^44.06239^7.59973
La Brillane-Oraison^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.92503^5.89243
La Brohinière^Gare Ferroviaire de Voyageurs^Bretagne^48.21346^-2.11084
La Capelle-Viescamp^Gare Ferroviaire de Voyageurs^Auvergne^44.92050^2.26538
La Cave^Gare Ferroviaire de Voyageurs^Aquitaine^45.18380^0.62767
La Celle-Corrèze^Gare Ferroviaire de Voyageurs^Limousin^45.64133^1.82641
La Celle-St-Cloud^Gare Ferroviaire de Voyageurs^Ile de France^48.84303^2.13767
La Chaize-le-Vicomte^Gare Ferroviaire de Voyageurs^Pays de la Loire^46.67677^-1.28328
La Chapelle-St-Mesmin^Gare Ferroviaire de Voyageurs^Centre^47.89296^1.82674
La Chapelle-sur-Loire^Gare Ferroviaire de Voyageurs^Centre^47.25123^0.21891
La Charité^Gare Ferroviaire de Voyageurs^Bourgogne^47.18028^3.02402
La Chaumusse-Fort-du-Plasne^Gare Ferroviaire de Voyageurs^Franche-Comté^46.60476^5.96105
La Chaussée-St-Victor^Gare Ferroviaire de Voyageurs^Centre^47.61350^1.35503
La Chaux-des-Crotenay^Gare Ferroviaire de Voyageurs^Franche-Comté^46.65585^5.94490
La Ciotat^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.19954^5.63264
La Clayette-Baudemont^Gare Ferroviaire de Voyageurs^Bourgogne^46.28790^4.29834
La Coquille^Gare Ferroviaire de Voyageurs^Aquitaine^45.54077^0.97422
La Couronne-Carro^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.34003^5.05262
La Crau^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.14490^6.06861
La Crèche^Gare Ferroviaire de Voyageurs^Poitou-Charentes^46.36043^-0.29627
La Croix-de-Méan^Gare Ferroviaire de Voyageurs^Pays de la Loire^47.30046^-2.19293
La Croix-du-Prince^Gare Ferroviaire de Voyageurs^Aquitaine^43.28597^-0.37924
La Défense^Gare Ferroviaire de Voyageurs^Ile de France^48.89311^2.23789
La Douzillère^Gare Ferroviaire de Voyageurs^Centre^47.33864^0.65301
La Faloise^Gare Ferroviaire de Voyageurs^Picardie^49.69667^2.34879
La Fère^Gare Ferroviaire de Voyageurs^Picardie^49.65787^3.36978
La Ferrière^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.77271^4.74691
La Ferté-Alais^Gare Ferroviaire de Voyageurs^Ile de France^48.48514^2.35202
La Ferté-Bernard^Gare Ferroviaire de Voyageurs^Pays de la Loire^48.18599^0.63899
La Ferté-Gaucher^Gare Ferroviaire de Voyageurs^Ile de France^48.78219^3.29770
La Ferté-Imbault^Gare Ferroviaire de Voyageurs^Centre^47.38364^1.95857
La Ferté-Milon^Gare Ferroviaire de Voyageurs^Picardie^49.17956^3.12103
La Ferté-sous-Jouarre^Gare Ferroviaire de Voyageurs^Ile de France^48.95097^3.12441
La Ferté-St-Aubin^Gare Ferroviaire de Voyageurs^Centre^47.72020^1.93254
La Fontaine-Nord^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.56530^2.92546
La Forest^Gare Ferroviaire de Voyageurs^Bretagne^48.42620^-4.30749
La Fouillouse^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.49783^4.31659
La Frayère^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.55873^6.97175
La Fresnais^Gare Ferroviaire de Voyageurs^Bretagne^48.59363^-1.84314
La Frette-Montigny^Gare Ferroviaire de Voyageurs^Ile de France^48.98006^2.18011
La Garde^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.11870^6.01002
La Garenne-Colombes^Gare Ferroviaire de Voyageurs^Ile de France^48.90983^2.23904
La Gauterie^Gare Ferroviaire de Voyageurs^Centre^47.14217^1.49439
La Gorp^Gare Ferroviaire de Voyageurs^Aquitaine^44.92875^-0.49651
La Grande-Paroisse^Gare Ferroviaire de Voyageurs^Ile de France^48.37861^2.89725
La Grave-d'Ambarès^Gare Ferroviaire de Voyageurs^Aquitaine^44.93566^-0.47701
La Guerche-sur-l'Aubois^Gare Ferroviaire de Voyageurs^Centre^46.94752^2.94871
La Guierche^Gare Ferroviaire de Voyageurs^Pays de la Loire^48.11410^0.19308
La Haie-Fouassière^Gare Ferroviaire de Voyageurs^Pays de la Loire^47.16155^-1.39292
La Hisse^Gare Ferroviaire de Voyageurs^Bretagne^48.49607^-2.00303
La Hume^Gare Ferroviaire de Voyageurs^Aquitaine^44.63997^-1.11629
La Hutte-Coulombiers^Gare Ferroviaire de Voyageurs^Pays de la Loire^48.30323^0.10528
La Jonchère^Gare Ferroviaire de Voyageurs^Limousin^45.99465^1.48063
La Joux (Haute-Savoie)^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.96583^6.91007
La Levade^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^44.22830^4.01069
La Loupe^Gare Ferroviaire de Voyageurs^Centre^48.47414^1.01115
La Madeleine (Nord)^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.66060^3.07259
La Marche^Gare Ferroviaire de Voyageurs^Bourgogne^47.13976^3.03938
La Méaugon^Gare Ferroviaire de Voyageurs^Bretagne^48.49998^-2.84501
La Membrolle-sur-Choisille^Gare Ferroviaire de Voyageurs^Centre^47.43186^0.64134
La Ménitré^Gare Ferroviaire de Voyageurs^Pays de la Loire^47.39722^-0.27559
La Meyze^Gare Ferroviaire de Voyageurs^Limousin^45.62104^1.21235
La Miouze-Rochefort^Gare Ferroviaire de Voyageurs^Auvergne^45.76380^2.82798
La Mothe-Achard^Gare Ferroviaire de Voyageurs^Pays de la Loire^46.60679^-1.65949
La Mothe-St-Héray^Gare Ferroviaire de Voyageurs^Poitou-Charentes^46.38092^-0.12986
La Neuville-sous-Laon^Gare Ferroviaire de Voyageurs^Picardie^49.57102^3.59723
La Pauline-Hyères^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.13640^6.03502
La Penne-sur-Huveaune^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.28467^5.51544
La Plaine-Stade-de-France^Gare Ferroviaire de Voyageurs^Ile de France^48.91796^2.36254
La Pointe-de-Grave^Gare Ferroviaire de Voyageurs^Aquitaine^45.56606^-1.06566
La Pomme^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.29050^5.44156
La Porcherie^Gare Ferroviaire de Voyageurs^Limousin^45.57457^1.53746
La Possonnière^Gare Ferroviaire de Voyageurs^Pays de la Loire^47.37131^-0.69168
La Poterie^Gare Ferroviaire de Voyageurs^Bretagne^48.09207^-1.63078
La Redonne-Ensuès^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.33419^5.19793
La Réole^Gare Ferroviaire de Voyageurs^Aquitaine^44.57984^-0.03037
La Ricamarie^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.40341^4.35815
La Rivière^Gare Ferroviaire de Voyageurs^Franche-Comté^46.87011^6.21344
La Rivière-de-Mansac^Gare Ferroviaire de Voyageurs^Limousin^45.13971^1.36507
La Roche^Gare Ferroviaire de Voyageurs^Bretagne^48.46772^-4.21734
La Roche-en-Brenil^Gare Ferroviaire de Voyageurs^Bourgogne^47.38501^4.17033
La Rochefoucauld^Gare Ferroviaire de Voyageurs^Poitou-Charentes^45.74022^0.38978
La Rochelle Porte Dauphine^Gare Ferroviaire de Voyageurs^Poitou-Charentes^0.00000^0.00000
La Rochelle-Ville^Gare Ferroviaire de Voyageurs^Poitou-Charentes^46.15270^-1.14529
La Roche-sur-Foron^Gare Ferroviaire de Voyageurs^Rhône-Alpes^46.06726^6.30396
La Roche-sur-Yon^Gare Ferroviaire de Voyageurs^Pays de la Loire^46.67156^-1.43590
La Rotonde^Gare Ferroviaire de Voyageurs^Auvergne^45.76798^3.09020
La Seyne-Six Fours^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.11715^5.87679
La Souterraine^Gare Ferroviaire de Voyageurs^Limousin^46.23998^1.49241
La Suze^Gare Ferroviaire de Voyageurs^Pays de la Loire^47.89244^0.02692
La Taye^Gare Ferroviaire de Voyageurs^Centre^48.40727^1.37281
La Teste^Gare Ferroviaire de Voyageurs^Aquitaine^44.63719^-1.14295
Latour-de-Carol-Enveitg^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^42.45814^1.90586
La Tour-de-Salvagny^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.79970^4.71677
La Tour-du-Pin^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.56021^5.44926
La Tricherie^Gare Ferroviaire de Voyageurs^Poitou-Charentes^46.72867^0.44047
La Trinité-Victor^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.74272^7.31159
La Valbonne^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.84899^5.12431
La Vavrette-Tossiat^Gare Ferroviaire de Voyageurs^Rhône-Alpes^46.13282^5.28750
La Verpillière^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.62740^5.15080
La Verrière^Gare Ferroviaire de Voyageurs^Ile de France^48.75539^1.94416
La Ville-Gozet^Gare Ferroviaire de Voyageurs^Auvergne^46.34983^2.59181
La Villetertre^Gare Ferroviaire de Voyageurs^Picardie^49.20247^1.92047
La Villette-St-Prest^Gare Ferroviaire de Voyageurs^Centre^48.48237^1.52346
La Wantzenau^Gare Ferroviaire de Voyageurs^Alsace^48.66506^7.82445
Labarre^Gare Ferroviaire de Voyageurs^Franche-Comté^47.15327^5.69393
Labarthe-Inard^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^43.10504^0.85276
Labège-Innopole^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^43.54810^1.51210
Labège-Village^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^43.53080^1.53239
Labenne^Gare Ferroviaire de Voyageurs^Aquitaine^43.58714^-1.42878
Laboissière-le-Déluge^Gare Ferroviaire de Voyageurs^Picardie^49.28818^2.13647
Labouheyre^Gare Ferroviaire de Voyageurs^Aquitaine^44.21104^-0.92134
Labruguière^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^43.53761^2.25983
Lachaud-Curmilhac^Gare Ferroviaire de Voyageurs^Auvergne^45.12166^3.61003
Lacourtensourt^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^43.66387^1.41380
Lafarge^Gare Ferroviaire de Voyageurs^Limousin^45.63416^1.13061
Lagny-Thorigny^Gare Ferroviaire de Voyageurs^Ile de France^48.88218^2.70404
Laguépie^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^44.14563^1.96811
Laifour^Gare Ferroviaire de Voyageurs^Champagne-Ardenne^49.91150^4.69286
L'Aigle^Gare Ferroviaire de Voyageurs^Basse-Normandie^48.76669^0.62074
Laigné-St-Gervais^Gare Ferroviaire de Voyageurs^Pays de la Loire^47.87349^0.21747
Laigneville^Gare Ferroviaire de Voyageurs^Picardie^49.29295^2.44926
L'Aiguille^Gare Ferroviaire de Voyageurs^Limousin^45.77881^1.20682
Laillé^Gare Ferroviaire de Voyageurs^Bretagne^47.97061^-1.74955
Laissac^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^44.37531^2.82225
Laissey^Gare Ferroviaire de Voyageurs^Franche-Comté^47.29938^6.23380
Lalande-Église^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^43.64571^1.42859
Lalbenque-Fontanes^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^44.33364^1.51172
Lalinde^Gare Ferroviaire de Voyageurs^Aquitaine^44.83965^0.74272
Lamagistère^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^44.12671^0.82548
Lamanon^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.70039^5.09131
Lamarche^Gare Ferroviaire de Voyageurs^Lorraine^48.09011^5.76014
Lamativie^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^44.98056^2.02985
Lamballe^Gare Ferroviaire de Voyageurs^Bretagne^48.46592^-2.51149
Lamonzie-St-Martin^Gare Ferroviaire de Voyageurs^Aquitaine^44.84342^0.38032
Lamothe-Landerron^Gare Ferroviaire de Voyageurs^Aquitaine^44.56198^0.04644
Lamothe-Montravel^Gare Ferroviaire de Voyageurs^Aquitaine^44.85388^0.02147
Lamotte-Beuvron^Gare Ferroviaire de Voyageurs^Centre^47.59363^2.02221
Lamotte-Brebière^Gare Ferroviaire de Voyageurs^Picardie^49.88561^2.39817
